time_index,figi,weight,price
2024-03-12 01:00:00+01:00,LKAhU1EQImhD,0.1513873,172.42334
2024-03-12 01:00:00+01:00,VYBy6kKaBImr,0.065827504,137.4
2024-03-12 01:00:00+01:00,FQrVehv9tTHl,0.08917493,482.87
2024-03-12 01:00:00+01:00,4fcxQmwAjynz,0.25155216,400.79
2024-03-12 01:00:00+01:00,m8qqW6CbSUAo,0.18331617,86.61
2024-03-12 01:00:00+01:00,mhWnrrN5KIeV,0.04643816,178.99144
2024-03-13 01:00:00+01:00,kRRJi8L3IpVj,0.21098807,172.03
2024-03-13 01:00:00+01:00,LKAhU1EQImhD,0.15330695,175.32661
2024-03-13 01:00:00+01:00,VYBy6kKaBImr,0.06683915,137.92
2024-03-13 01:00:00+01:00,FQrVehv9tTHl,0.08895946,494.38
2024-03-13 01:00:00+01:00,4fcxQmwAjynz,0.25295132,410.32
2024-03-13 01:00:00+01:00,m8qqW6CbSUAo,0.18235916,89.67
2024-03-13 01:00:00+01:00,mhWnrrN5KIeV,0.044595852,176.42694
2024-03-14 01:00:00+01:00,kRRJi8L3IpVj,0.21253994,170.54
2024-03-14 01:00:00+01:00,LKAhU1EQImhD,0.15466447,176.74634
2024-03-14 01:00:00+01:00,VYBy6kKaBImr,0.068180025,139.46
2024-03-14 01:00:00+01:00,FQrVehv9tTHl,0.08797613,493.88
2024-03-14 01:00:00+01:00,4fcxQmwAjynz,0.25820258,411.76
2024-03-14 01:00:00+01:00,m8qqW6CbSUAo,0.17582877,89.83
2024-03-14 01:00:00+01:00,mhWnrrN5KIeV,0.042608086,171.64256
2024-03-15 01:00:00+01:00,kRRJi8L3IpVj,0.214603,172.29
2024-03-15 01:00:00+01:00,LKAhU1EQImhD,0.15271828,178.40787
2024-03-15 01:00:00+01:00,VYBy6kKaBImr,0.06806768,141.83
2024-03-15 01:00:00+01:00,FQrVehv9tTHl,0.087626435,492.45
2024-03-15 01:00:00+01:00,4fcxQmwAjynz,0.25587553,421.36
2024-03-15 01:00:00+01:00,m8qqW6CbSUAo,0.17770882,88.02
2024-03-15 01:00:00+01:00,mhWnrrN5KIeV,0.043400284,164.10971
2024-03-16 01:00:00+01:00,kRRJi8L3IpVj,0.214603,172.29
2024-03-16 01:00:00+01:00,LKAhU1EQImhD,0.15271828,178.40787
2024-03-16 01:00:00+01:00,VYBy6kKaBImr,0.06806768,141.83
2024-03-16 01:00:00+01:00,FQrVehv9tTHl,0.087626435,492.45
2024-03-16 01:00:00+01:00,4fcxQmwAjynz,0.25587553,421.36
2024-03-16 01:00:00+01:00,m8qqW6CbSUAo,0.17770882,88.02
2024-03-16 01:00:00+01:00,mhWnrrN5KIeV,0.043400284,164.10971
2024-03-17 01:00:00+01:00,kRRJi8L3IpVj,0.214603,172.29
2024-03-17 01:00:00+01:00,LKAhU1EQImhD,0.15271828,178.40787
2024-03-17 01:00:00+01:00,VYBy6kKaBImr,0.06806768,141.83
2024-03-17 01:00:00+01:00,FQrVehv9tTHl,0.087626435,492.45
2024-03-17 01:00:00+01:00,4fcxQmwAjynz,0.25587553,421.36
2024-03-17 01:00:00+01:00,m8qqW6CbSUAo,0.17770882,88.02
2024-03-17 01:00:00+01:00,mhWnrrN5KIeV,0.043400284,164.10971
2024-03-18 01:00:00+01:00,kRRJi8L3IpVj,0.21353537,170.9
2024-03-18 01:00:00+01:00,LKAhU1EQImhD,0.15104826,175.14922
2024-03-18 01:00:00+01:00,VYBy6kKaBImr,0.07039872,140.6
2024-03-18 01:00:00+01:00,FQrVehv9tTHl,0.08894351,483.22
2024-03-18 01:00:00+01:00,4fcxQmwAjynz,0.25353718,414.0
2024-03-18 01:00:00+01:00,m8qqW6CbSUAo,0.17694229,88.2
2024-03-18 01:00:00+01:00,mhWnrrN5KIeV,0.045594662,162.87274
2024-03-19 01:00:00+01:00,kRRJi8L3IpVj,0.2148446,174.68
2024-03-19 01:00:00+01:00,LKAhU1EQImhD,0.1511577,175.11226
2024-03-19 01:00:00+01:00,VYBy6kKaBImr,0.06957343,148.78
2024-03-19 01:00:00+01:00,FQrVehv9tTHl,0.08815796,491.69
2024-03-19 01:00:00+01:00,4fcxQmwAjynz,0.25413924,414.8
2024-03-19 01:00:00+01:00,m8qqW6CbSUAo,0.17751354,89.36
2024-03-19 01:00:00+01:00,mhWnrrN5KIeV,0.04461354,171.76265
2024-03-20 01:00:00+01:00,kRRJi8L3IpVj,0.21522422,174.63
2024-03-20 01:00:00+01:00,LKAhU1EQImhD,0.1511386,175.38556
2024-03-20 01:00:00+01:00,VYBy6kKaBImr,0.06948488,146.16
2024-03-20 01:00:00+01:00,FQrVehv9tTHl,0.08866112,489.89
2024-03-20 01:00:00+01:00,4fcxQmwAjynz,0.25317213,417.18
2024-03-20 01:00:00+01:00,m8qqW6CbSUAo,0.17715877,87.86
2024-03-20 01:00:00+01:00,mhWnrrN5KIeV,0.04516028,170.8022
2024-03-21 01:00:00+01:00,kRRJi8L3IpVj,0.20749196,176.37
2024-03-21 01:00:00+01:00,LKAhU1EQImhD,0.1519156,176.6484
2024-03-21 01:00:00+01:00,VYBy6kKaBImr,0.069306806,147.35
2024-03-21 01:00:00+01:00,FQrVehv9tTHl,0.089511804,499.89
2024-03-21 01:00:00+01:00,4fcxQmwAjynz,0.25695118,420.56
2024-03-21 01:00:00+01:00,m8qqW6CbSUAo,0.18016408,89.31
2024-03-21 01:00:00+01:00,mhWnrrN5KIeV,0.04465856,173.39299
2024-03-22 01:00:00+01:00,kRRJi8L3IpVj,0.20688543,171.9
2024-03-22 01:00:00+01:00,LKAhU1EQImhD,0.15128039,179.34839
2024-03-22 01:00:00+01:00,VYBy6kKaBImr,0.07021551,147.26
2024-03-22 01:00:00+01:00,FQrVehv9tTHl,0.08909694,507.28
2024-03-22 01:00:00+01:00,4fcxQmwAjynz,0.25447288,426.01
2024-03-22 01:00:00+01:00,m8qqW6CbSUAo,0.18426606,91.6
2024-03-22 01:00:00+01:00,mhWnrrN5KIeV,0.04378279,174.29913
2024-03-23 01:00:00+01:00,kRRJi8L3IpVj,0.20688543,171.9
2024-03-23 01:00:00+01:00,LKAhU1EQImhD,0.15128039,179.34839
2024-03-23 01:00:00+01:00,VYBy6kKaBImr,0.07021551,147.26
2024-03-23 01:00:00+01:00,FQrVehv9tTHl,0.08909694,507.28
2024-03-23 01:00:00+01:00,4fcxQmwAjynz,0.25447288,426.01
2024-03-23 01:00:00+01:00,m8qqW6CbSUAo,0.18426606,91.6
2024-03-23 01:00:00+01:00,mhWnrrN5KIeV,0.04378279,174.29913
2024-03-24 01:00:00+01:00,kRRJi8L3IpVj,0.20688543,171.9
2024-03-24 01:00:00+01:00,LKAhU1EQImhD,0.15128039,179.34839
2024-03-24 01:00:00+01:00,VYBy6kKaBImr,0.07021551,147.26
2024-03-24 01:00:00+01:00,FQrVehv9tTHl,0.08909694,507.28
2024-03-24 01:00:00+01:00,4fcxQmwAjynz,0.25447288,426.01
2024-03-24 01:00:00+01:00,m8qqW6CbSUAo,0.18426606,91.6
2024-03-24 01:00:00+01:00,mhWnrrN5KIeV,0.04378279,174.29913
2024-03-25 01:00:00+01:00,kRRJi8L3IpVj,0.20601596,171.27
2024-03-25 01:00:00+01:00,LKAhU1EQImhD,0.15261886,178.51987
2024-03-25 01:00:00+01:00,VYBy6kKaBImr,0.0701783,149.99
2024-03-25 01:00:00+01:00,FQrVehv9tTHl,0.08831338,505.86
2024-03-25 01:00:00+01:00,4fcxQmwAjynz,0.25201997,425.19
2024-03-25 01:00:00+01:00,m8qqW6CbSUAo,0.18642661,93.51
2024-03-25 01:00:00+01:00,mhWnrrN5KIeV,0.044426937,169.3531
2024-03-26 01:00:00+01:00,kRRJi8L3IpVj,0.20624122,169.9
2024-03-26 01:00:00+01:00,LKAhU1EQImhD,0.15260524,179.65622
2024-03-26 01:00:00+01:00,VYBy6kKaBImr,0.07100973,148.81
2024-03-26 01:00:00+01:00,FQrVehv9tTHl,0.08774225,502.42
2024-03-26 01:00:00+01:00,4fcxQmwAjynz,0.2532635,420.42
2024-03-26 01:00:00+01:00,m8qqW6CbSUAo,0.18305658,95.48
2024-03-26 01:00:00+01:00,mhWnrrN5KIeV,0.046081476,172.06395
2024-03-27 01:00:00+01:00,kRRJi8L3IpVj,0.2103475,169.54
2024-03-27 01:00:00+01:00,LKAhU1EQImhD,0.15371843,179.15729
2024-03-27 01:00:00+01:00,VYBy6kKaBImr,0.071013294,150.35
2024-03-27 01:00:00+01:00,FQrVehv9tTHl,0.0872716,501.09
2024-03-27 01:00:00+01:00,4fcxQmwAjynz,0.25280848,419.66
2024-03-27 01:00:00+01:00,m8qqW6CbSUAo,0.17825848,94.45
2024-03-27 01:00:00+01:00,mhWnrrN5KIeV,0.04658221,180.84935
2024-03-28 01:00:00+01:00,kRRJi8L3IpVj,0.2090565,171.77
2024-03-28 01:00:00+01:00,LKAhU1EQImhD,0.1548776,179.03201
2024-03-28 01:00:00+01:00,VYBy6kKaBImr,0.07135901,149.44
2024-03-28 01:00:00+01:00,FQrVehv9tTHl,0.08619188,490.83
2024-03-28 01:00:00+01:00,4fcxQmwAjynz,0.25351042,417.87
2024-03-28 01:00:00+01:00,m8qqW6CbSUAo,0.1792654,90.25
2024-03-28 01:00:00+01:00,mhWnrrN5KIeV,0.045739204,179.1222
2024-03-29 01:00:00+01:00,kRRJi8L3IpVj,0.2090565,171.77
2024-03-29 01:00:00+01:00,LKAhU1EQImhD,0.1548776,179.03201
2024-03-29 01:00:00+01:00,VYBy6kKaBImr,0.07135901,149.44
2024-03-29 01:00:00+01:00,FQrVehv9tTHl,0.08619188,490.83
2024-03-29 01:00:00+01:00,4fcxQmwAjynz,0.25351042,417.87
2024-03-29 01:00:00+01:00,m8qqW6CbSUAo,0.1792654,90.25
2024-03-29 01:00:00+01:00,mhWnrrN5KIeV,0.045739204,179.1222
2024-03-30 01:00:00+01:00,kRRJi8L3IpVj,0.2090565,171.77
2024-03-30 01:00:00+01:00,LKAhU1EQImhD,0.1548776,179.03201
2024-03-30 01:00:00+01:00,VYBy6kKaBImr,0.07135901,149.44
2024-03-30 01:00:00+01:00,FQrVehv9tTHl,0.08619188,490.83
2024-03-30 01:00:00+01:00,4fcxQmwAjynz,0.25351042,417.87
2024-03-30 01:00:00+01:00,m8qqW6CbSUAo,0.1792654,90.25
2024-03-30 01:00:00+01:00,mhWnrrN5KIeV,0.045739204,179.1222
2024-03-31 01:00:00+01:00,kRRJi8L3IpVj,0.2090565,171.77
2024-03-31 01:00:00+01:00,LKAhU1EQImhD,0.1548776,179.03201
2024-03-31 01:00:00+01:00,VYBy6kKaBImr,0.07135901,149.44
2024-03-31 01:00:00+01:00,FQrVehv9tTHl,0.08619188,490.83
2024-03-31 01:00:00+01:00,4fcxQmwAjynz,0.25351042,417.87
2024-03-31 01:00:00+01:00,m8qqW6CbSUAo,0.1792654,90.25
2024-03-31 01:00:00+01:00,mhWnrrN5KIeV,0.045739204,179.1222
2024-04-01 02:00:00+02:00,kRRJi8L3IpVj,0.20644143,170.55
2024-04-01 02:00:00+02:00,LKAhU1EQImhD,0.15474904,180.49019
2024-04-01 02:00:00+02:00,VYBy6kKaBImr,0.07321446,150.15
2024-04-01 02:00:00+02:00,FQrVehv9tTHl,0.08685956,485.63
2024-04-01 02:00:00+02:00,4fcxQmwAjynz,0.25478455,417.57
2024-04-01 02:00:00+02:00,m8qqW6CbSUAo,0.17854644,90.48
2024-04-01 02:00:00+02:00,mhWnrrN5KIeV,0.04540453,176.78825
2024-04-02 02:00:00+02:00,kRRJi8L3IpVj,0.20643383,169.27
2024-04-02 02:00:00+02:00,LKAhU1EQImhD,0.15559287,180.91832
2024-04-02 02:00:00+02:00,VYBy6kKaBImr,0.07328679,154.14
2024-04-02 02:00:00+02:00,FQrVehv9tTHl,0.0885402,489.8
2024-04-02 02:00:00+02:00,4fcxQmwAjynz,0.25467935,421.16
2024-04-02 02:00:00+02:00,m8qqW6CbSUAo,0.1779856,90.49
2024-04-02 02:00:00+02:00,mhWnrrN5KIeV,0.043481342,173.1317
2024-04-03 02:00:00+02:00,kRRJi8L3IpVj,0.20676304,168.1
2024-04-03 02:00:00+02:00,LKAhU1EQImhD,0.15657333,180.0424
2024-04-03 02:00:00+02:00,VYBy6kKaBImr,0.07322335,153.0
2024-04-03 02:00:00+02:00,FQrVehv9tTHl,0.089920685,490.71
2024-04-03 02:00:00+02:00,4fcxQmwAjynz,0.25327125,417.78
2024-04-03 02:00:00+02:00,m8qqW6CbSUAo,0.1764504,88.93
2024-04-03 02:00:00+02:00,mhWnrrN5KIeV,0.04379795,165.78831
2024-04-04 02:00:00+02:00,kRRJi8L3IpVj,0.20810696,169.07
2024-04-04 02:00:00+02:00,LKAhU1EQImhD,0.15627347,182.0719
2024-04-04 02:00:00+02:00,VYBy6kKaBImr,0.07196293,153.59
2024-04-04 02:00:00+02:00,FQrVehv9tTHl,0.091700345,503.09
2024-04-04 02:00:00+02:00,4fcxQmwAjynz,0.2546049,417.99
2024-04-04 02:00:00+02:00,m8qqW6CbSUAo,0.17233378,89.54
2024-04-04 02:00:00+02:00,mhWnrrN5KIeV,0.0450176,166.91255
2024-04-05 02:00:00+02:00,kRRJi8L3IpVj,0.2056572,169.29
2024-04-05 02:00:00+02:00,LKAhU1EQImhD,0.15807216,182.59479
2024-04-05 02:00:00+02:00,VYBy6kKaBImr,0.07172362,151.8
2024-04-05 02:00:00+02:00,FQrVehv9tTHl,0.093114085,518.89
2024-04-05 02:00:00+02:00,4fcxQmwAjynz,0.25505963,418.64
2024-04-05 02:00:00+02:00,m8qqW6CbSUAo,0.17369236,88.36
2024-04-05 02:00:00+02:00,mhWnrrN5KIeV,0.04268096,172.92947
2024-04-06 02:00:00+02:00,kRRJi8L3IpVj,0.2056572,169.29
2024-04-06 02:00:00+02:00,LKAhU1EQImhD,0.15807216,182.59479
2024-04-06 02:00:00+02:00,VYBy6kKaBImr,0.07172362,151.8
2024-04-06 02:00:00+02:00,FQrVehv9tTHl,0.093114085,518.89
2024-04-06 02:00:00+02:00,4fcxQmwAjynz,0.25505963,418.64
2024-04-06 02:00:00+02:00,m8qqW6CbSUAo,0.17369236,88.36
2024-04-06 02:00:00+02:00,mhWnrrN5KIeV,0.04268096,172.92947
2024-04-07 02:00:00+02:00,kRRJi8L3IpVj,0.2056572,169.29
2024-04-07 02:00:00+02:00,LKAhU1EQImhD,0.15807216,182.59479
2024-04-07 02:00:00+02:00,VYBy6kKaBImr,0.07172362,151.8
2024-04-07 02:00:00+02:00,FQrVehv9tTHl,0.093114085,518.89
2024-04-07 02:00:00+02:00,4fcxQmwAjynz,0.25505963,418.64
2024-04-07 02:00:00+02:00,m8qqW6CbSUAo,0.17369236,88.36
2024-04-07 02:00:00+02:00,mhWnrrN5KIeV,0.04268096,172.92947
2024-04-08 02:00:00+02:00,kRRJi8L3IpVj,0.20465192,168.85
2024-04-08 02:00:00+02:00,LKAhU1EQImhD,0.15845735,184.76172
2024-04-08 02:00:00+02:00,VYBy6kKaBImr,0.072959036,151.64
2024-04-08 02:00:00+02:00,FQrVehv9tTHl,0.091849476,523.04
2024-04-08 02:00:00+02:00,4fcxQmwAjynz,0.25495708,421.02
2024-04-08 02:00:00+02:00,m8qqW6CbSUAo,0.17227282,87.59
2024-04-08 02:00:00+02:00,mhWnrrN5KIeV,0.044852324,166.1771
2024-04-09 02:00:00+02:00,kRRJi8L3IpVj,0.20596719,167.87
2024-04-09 02:00:00+02:00,LKAhU1EQImhD,0.15873942,185.82138
2024-04-09 02:00:00+02:00,VYBy6kKaBImr,0.073723815,153.88
2024-04-09 02:00:00+02:00,FQrVehv9tTHl,0.09135974,521.4
2024-04-09 02:00:00+02:00,4fcxQmwAjynz,0.25576457,421.8
2024-04-09 02:00:00+02:00,m8qqW6CbSUAo,0.16861884,87.38
2024-04-09 02:00:00+02:00,mhWnrrN5KIeV,0.04582642,172.61383
2024-04-10 02:00:00+02:00,kRRJi8L3IpVj,0.20399177,168.36
2024-04-10 02:00:00+02:00,LKAhU1EQImhD,0.15922773,185.50023
2024-04-10 02:00:00+02:00,VYBy6kKaBImr,0.07362235,155.95
2024-04-10 02:00:00+02:00,FQrVehv9tTHl,0.09202147,513.3
2024-04-10 02:00:00+02:00,4fcxQmwAjynz,0.25435024,421.76
2024-04-10 02:00:00+02:00,m8qqW6CbSUAo,0.17221685,84.78
2024-04-10 02:00:00+02:00,mhWnrrN5KIeV,0.044569597,175.94649
2024-04-11 02:00:00+02:00,kRRJi8L3IpVj,0.20778336,167.18
2024-04-11 02:00:00+02:00,LKAhU1EQImhD,0.15805207,185.07822
2024-04-11 02:00:00+02:00,VYBy6kKaBImr,0.073385805,154.98
2024-04-11 02:00:00+02:00,FQrVehv9tTHl,0.09041976,516.02
2024-04-11 02:00:00+02:00,4fcxQmwAjynz,0.25107223,418.68
2024-04-11 02:00:00+02:00,m8qqW6CbSUAo,0.17505221,86.45
2024-04-11 02:00:00+02:00,mhWnrrN5KIeV,0.04423458,171.82054
2024-04-12 02:00:00+02:00,kRRJi8L3IpVj,0.21222864,171.91
2024-04-12 02:00:00+02:00,LKAhU1EQImhD,0.15758058,187.94914
2024-04-12 02:00:00+02:00,VYBy6kKaBImr,0.07353153,157.68
2024-04-12 02:00:00+02:00,FQrVehv9tTHl,0.08959355,519.12
2024-04-12 02:00:00+02:00,4fcxQmwAjynz,0.25066763,423.48
2024-04-12 02:00:00+02:00,m8qqW6CbSUAo,0.17251433,89.1
2024-04-12 02:00:00+02:00,mhWnrrN5KIeV,0.043883733,172.47253
2024-04-13 02:00:00+02:00,kRRJi8L3IpVj,0.21222864,171.91
2024-04-13 02:00:00+02:00,LKAhU1EQImhD,0.15758058,187.94914
2024-04-13 02:00:00+02:00,VYBy6kKaBImr,0.07353153,157.68
2024-04-13 02:00:00+02:00,FQrVehv9tTHl,0.08959355,519.12
2024-04-13 02:00:00+02:00,4fcxQmwAjynz,0.25066763,423.48
2024-04-13 02:00:00+02:00,m8qqW6CbSUAo,0.17251433,89.1
2024-04-13 02:00:00+02:00,mhWnrrN5KIeV,0.043883733,172.47253
2024-04-14 02:00:00+02:00,kRRJi8L3IpVj,0.21222864,171.91
2024-04-14 02:00:00+02:00,LKAhU1EQImhD,0.15758058,187.94914
2024-04-14 02:00:00+02:00,VYBy6kKaBImr,0.07353153,157.68
2024-04-14 02:00:00+02:00,FQrVehv9tTHl,0.08959355,519.12
2024-04-14 02:00:00+02:00,4fcxQmwAjynz,0.25066763,423.48
2024-04-14 02:00:00+02:00,m8qqW6CbSUAo,0.17251433,89.1
2024-04-14 02:00:00+02:00,mhWnrrN5KIeV,0.043883733,172.47253
2024-04-15 02:00:00+02:00,kRRJi8L3IpVj,0.21221112,175.55
2024-04-15 02:00:00+02:00,LKAhU1EQImhD,0.15891723,186.53427
2024-04-15 02:00:00+02:00,VYBy6kKaBImr,0.073801175,157.42
2024-04-15 02:00:00+02:00,FQrVehv9tTHl,0.08950062,511.61
2024-04-15 02:00:00+02:00,4fcxQmwAjynz,0.25123256,419.1
2024-04-15 02:00:00+02:00,m8qqW6CbSUAo,0.17198625,88.7
2024-04-15 02:00:00+02:00,mhWnrrN5KIeV,0.042351026,171.82481
2024-04-16 02:00:00+02:00,kRRJi8L3IpVj,0.20863974,173.34
2024-04-16 02:00:00+02:00,LKAhU1EQImhD,0.15903576,185.46298
2024-04-16 02:00:00+02:00,VYBy6kKaBImr,0.07375734,155.85
2024-04-16 02:00:00+02:00,FQrVehv9tTHl,0.08962966,503.19
2024-04-16 02:00:00+02:00,4fcxQmwAjynz,0.2524037,414.87
2024-04-16 02:00:00+02:00,m8qqW6CbSUAo,0.17523067,88.11
2024-04-16 02:00:00+02:00,mhWnrrN5KIeV,0.041303128,164.49106
2024-04-17 02:00:00+02:00,kRRJi8L3IpVj,0.20963177,169.25
2024-04-17 02:00:00+02:00,LKAhU1EQImhD,0.15931174,183.70049
2024-04-17 02:00:00+02:00,VYBy6kKaBImr,0.07523458,153.77
2024-04-17 02:00:00+02:00,FQrVehv9tTHl,0.089779995,499.28
2024-04-17 02:00:00+02:00,4fcxQmwAjynz,0.25399715,412.48
2024-04-17 02:00:00+02:00,m8qqW6CbSUAo,0.17064646,87.26
2024-04-17 02:00:00+02:00,mhWnrrN5KIeV,0.041398328,156.35478
2024-04-18 02:00:00+02:00,kRRJi8L3IpVj,0.20973592,168.21
2024-04-18 02:00:00+02:00,LKAhU1EQImhD,0.15848525,182.0571
2024-04-18 02:00:00+02:00,VYBy6kKaBImr,0.0759675,155.01
2024-04-18 02:00:00+02:00,FQrVehv9tTHl,0.09173569,493.32
2024-04-18 02:00:00+02:00,4fcxQmwAjynz,0.25088593,410.45
2024-04-18 02:00:00+02:00,m8qqW6CbSUAo,0.17301202,85.64
2024-04-18 02:00:00+02:00,mhWnrrN5KIeV,0.040177703,155.94516
2024-04-19 02:00:00+02:00,kRRJi8L3IpVj,0.21416084,166.63
2024-04-19 02:00:00+02:00,LKAhU1EQImhD,0.15963386,180.3101
2024-04-19 02:00:00+02:00,VYBy6kKaBImr,0.07756283,155.28
2024-04-19 02:00:00+02:00,FQrVehv9tTHl,0.090911694,503.38
2024-04-19 02:00:00+02:00,4fcxQmwAjynz,0.2560425,403.85
2024-04-19 02:00:00+02:00,m8qqW6CbSUAo,0.16095348,84.75
2024-04-19 02:00:00+02:00,mhWnrrN5KIeV,0.04073478,150.45592
2024-04-20 02:00:00+02:00,kRRJi8L3IpVj,0.21416084,166.63
2024-04-20 02:00:00+02:00,LKAhU1EQImhD,0.15963386,180.3101
2024-04-20 02:00:00+02:00,VYBy6kKaBImr,0.07756283,155.28
2024-04-20 02:00:00+02:00,FQrVehv9tTHl,0.090911694,503.38
2024-04-20 02:00:00+02:00,4fcxQmwAjynz,0.2560425,403.85
2024-04-20 02:00:00+02:00,m8qqW6CbSUAo,0.16095348,84.75
2024-04-20 02:00:00+02:00,mhWnrrN5KIeV,0.04073478,150.45592
2024-04-21 02:00:00+02:00,kRRJi8L3IpVj,0.21416084,166.63
2024-04-21 02:00:00+02:00,LKAhU1EQImhD,0.15963386,180.3101
2024-04-21 02:00:00+02:00,VYBy6kKaBImr,0.07756283,155.28
2024-04-21 02:00:00+02:00,FQrVehv9tTHl,0.090911694,503.38
2024-04-21 02:00:00+02:00,4fcxQmwAjynz,0.2560425,403.85
2024-04-21 02:00:00+02:00,m8qqW6CbSUAo,0.16095348,84.75
2024-04-21 02:00:00+02:00,mhWnrrN5KIeV,0.04073478,150.45592
2024-04-22 02:00:00+02:00,kRRJi8L3IpVj,0.21280432,164.37
2024-04-22 02:00:00+02:00,LKAhU1EQImhD,0.16016899,175.57867
2024-04-22 02:00:00+02:00,VYBy6kKaBImr,0.077770986,153.49
2024-04-22 02:00:00+02:00,FQrVehv9tTHl,0.0900016,483.66
2024-04-22 02:00:00+02:00,4fcxQmwAjynz,0.254299,397.43
2024-04-22 02:00:00+02:00,m8qqW6CbSUAo,0.16605267,79.62
2024-04-22 02:00:00+02:00,mhWnrrN5KIeV,0.03890242,148.7446
2024-04-23 02:00:00+02:00,kRRJi8L3IpVj,0.21035773,165.16
2024-04-23 02:00:00+02:00,LKAhU1EQImhD,0.15937251,176.71132
2024-04-23 02:00:00+02:00,VYBy6kKaBImr,0.07735641,155.25
2024-04-23 02:00:00+02:00,FQrVehv9tTHl,0.09103884,480.37
2024-04-23 02:00:00+02:00,4fcxQmwAjynz,0.25389653,397.22
2024-04-23 02:00:00+02:00,m8qqW6CbSUAo,0.16905959,78.64
2024-04-23 02:00:00+02:00,mhWnrrN5KIeV,0.038918387,141.70547
2024-04-24 02:00:00+02:00,kRRJi8L3IpVj,0.21303158,165.72
2024-04-24 02:00:00+02:00,LKAhU1EQImhD,0.15675524,178.41562
2024-04-24 02:00:00+02:00,VYBy6kKaBImr,0.07778234,157.35
2024-04-24 02:00:00+02:00,FQrVehv9tTHl,0.0905625,492.67
2024-04-24 02:00:00+02:00,4fcxQmwAjynz,0.25482696,403.76
2024-04-24 02:00:00+02:00,m8qqW6CbSUAo,0.16342863,81.91
2024-04-24 02:00:00+02:00,mhWnrrN5KIeV,0.043612752,144.904
2024-04-25 02:00:00+02:00,kRRJi8L3IpVj,0.21642339,167.66
2024-04-25 02:00:00+02:00,LKAhU1EQImhD,0.1558157,177.4379
2024-04-25 02:00:00+02:00,VYBy6kKaBImr,0.07706977,157.69
2024-04-25 02:00:00+02:00,FQrVehv9tTHl,0.08186616,492.7
2024-04-25 02:00:00+02:00,4fcxQmwAjynz,0.25124955,405.97
2024-04-25 02:00:00+02:00,m8qqW6CbSUAo,0.17130654,81.31
2024-04-25 02:00:00+02:00,mhWnrrN5KIeV,0.046268895,161.92409
2024-04-26 02:00:00+02:00,kRRJi8L3IpVj,0.2099057,168.65
2024-04-26 02:00:00+02:00,LKAhU1EQImhD,0.15684548,171.3548
2024-04-26 02:00:00+02:00,VYBy6kKaBImr,0.08267849,154.06
2024-04-26 02:00:00+02:00,FQrVehv9tTHl,0.080022216,431.6
2024-04-26 02:00:00+02:00,4fcxQmwAjynz,0.24899347,391.72
